camera_dep,camera_ent,day,dep_cam_part_dep,dep_cam_part_ent,dep_frame_dep,dep_frame_ent,ent_cam_part_dep,ent_cam_part_ent,ent_frame_dep,ent_frame_ent,hour,id_dep,id_ent,t_delta,track_dep,track_ent,track_len_dep,track_len_ent,transit
13.0,12.0,2.0,13_8,12_7,4865.0,4902.0,13_0,12_2,4785.0,4867.0,11.0,2_11_13_102,2_11_12_81,1.5555555555555554,102.0,81.0,81.0,36.0,2.0
13.0,12.0,1.0,13_8,12_7,2382.0,2430.0,13_1,12_2,2345.0,2384.0,13.0,1_13_13_57,1_13_12_35,1.5555555555555554,57.0,35.0,38.0,47.0,2.0
13.0,12.0,14.0,13_8,12_7,5302.0,5449.0,13_0,12_2,5179.0,5304.0,15.0,14_15_13_172,14_15_12_350,1.5555555555555554,172.0,350.0,124.0,146.0,2.0
13.0,12.0,18.0,13_8,12_8,1823.0,1860.0,13_8,12_2,1639.0,1825.0,17.0,18_17_13_40,18_17_12_49,1.5555555555555554,40.0,49.0,185.0,36.0,2.0
10.0,9.0,1.0,10_5,9_2,3560.0,4166.0,10_0,9_2,1881.0,3562.0,17.0,1_17_10_17,1_17_9_43,1.577777777777778,17.0,43.0,1551.0,597.0,2.0
10.0,9.0,4.0,10_5,9_0,1098.0,1179.0,10_0,9_2,950.0,1100.0,15.0,4_15_10_20,4_15_9_7,1.577777777777778,20.0,7.0,147.0,80.0,2.0
10.0,9.0,6.0,10_5,9_0,5126.0,5236.0,10_0,9_2,5028.0,5128.0,9.0,6_9_10_114,6_9_9_87,1.577777777777778,114.0,87.0,99.0,98.0,2.0
10.0,9.0,13.0,10_5,9_0,1719.0,1810.0,10_0,9_2,1634.0,1721.0,13.0,13_13_10_129,13_13_9_94,1.577777777777778,129.0,94.0,86.0,81.0,2.0
6.0,7.0,7.0,6_8,7_1,4341.0,4384.0,6_1,7_8,3944.0,4343.0,13.0,7_13_6_110,7_13_7_106,1.6,110.0,106.0,398.0,42.0,2.0
6.0,5.0,3.0,6_8,5_7,5932.0,5965.0,6_0,5_1,5894.0,5936.0,15.0,3_15_6_182,3_15_5_93,1.6,182.0,93.0,39.0,30.0,4.0
6.0,7.0,6.0,6_8,7_1,3860.0,3890.0,6_0,7_8,3803.0,3862.0,9.0,6_9_6_110,6_9_7_77,1.6,110.0,77.0,58.0,29.0,2.0
6.0,7.0,5.0,6_8,7_1,5050.0,5079.0,6_0,7_8,4995.0,5052.0,13.0,5_13_6_171,5_13_7_142,1.6,171.0,142.0,56.0,28.0,2.0
6.0,5.0,2.0,6_8,5_7,5578.0,5619.0,6_3,5_1,5544.0,5582.0,17.0,2_17_6_127,2_17_5_88,1.6,127.0,88.0,35.0,38.0,4.0
6.0,5.0,1.0,6_8,5_7,1343.0,1388.0,6_0,5_1,1280.0,1347.0,13.0,1_13_6_60,1_13_5_51,1.6,60.0,51.0,64.0,42.0,4.0
3.0,2.0,5.0,3_5,2_2,202.0,265.0,3_5,2_2,174.0,211.0,13.0,5_13_3_10,5_13_2_10,1.625,10.0,10.0,29.0,50.0,9.0
12.0,13.0,6.0,12_2,13_1,1448.0,1596.0,12_0,13_8,1278.0,1450.0,17.0,6_17_12_8,6_17_13_30,1.6296296296296298,8.0,30.0,130.0,147.0,2.0
12.0,13.0,3.0,12_2,13_1,3121.0,3369.0,12_0,13_8,2948.0,3123.0,9.0,3_9_12_56,3_9_13_83,1.6296296296296298,56.0,83.0,165.0,247.0,2.0
12.0,13.0,18.0,12_2,13_1,2881.0,2920.0,12_0,13_8,2604.0,2883.0,13.0,18_13_12_36,18_13_13_78,1.6296296296296298,36.0,78.0,242.0,30.0,2.0
12.0,13.0,12.0,12_2,13_5,5475.0,5674.0,12_7,13_8,5306.0,5477.0,11.0,12_11_12_156,12_11_13_127,1.6296296296296298,156.0,127.0,170.0,198.0,2.0
12.0,13.0,9.0,12_2,13_0,4847.0,4933.0,12_0,13_8,4672.0,4849.0,13.0,9_13_12_199,9_13_13_150,1.6296296296296298,199.0,150.0,176.0,85.0,2.0
12.0,13.0,6.0,12_2,13_0,4104.0,4163.0,12_7,13_8,4077.0,4106.0,9.0,6_9_12_64,6_9_13_62,1.6296296296296298,64.0,62.0,28.0,58.0,2.0
12.0,13.0,12.0,12_2,13_0,263.0,342.0,12_0,13_8,126.0,265.0,15.0,12_15_12_2,12_15_13_8,1.6296296296296298,2.0,8.0,138.0,78.0,2.0
12.0,13.0,13.0,12_2,13_8,1226.0,1516.0,12_0,13_8,1118.0,1228.0,13.0,13_13_12_141,13_13_13_99,1.6296296296296298,141.0,99.0,88.0,273.0,2.0
12.0,13.0,11.0,12_2,13_0,1482.0,1546.0,12_7,13_8,1455.0,1484.0,17.0,11_17_12_41,11_17_13_26,1.6296296296296298,41.0,26.0,28.0,63.0,2.0
5.0,6.0,13.0,5_1,6_0,3263.0,3397.0,5_7,6_8,3225.0,3264.0,11.0,13_11_5_60,13_11_6_44,1.6363636363636362,60.0,44.0,33.0,134.0,1.0
5.0,6.0,2.0,5_1,6_0,4864.0,4907.0,5_0,6_8,4775.0,4865.0,9.0,2_9_5_53,2_9_6_49,1.6363636363636362,53.0,49.0,75.0,43.0,1.0
5.0,6.0,2.0,5_1,6_5,1444.0,1689.0,5_7,6_8,1414.0,1445.0,15.0,2_15_5_41,2_15_6_55,1.6363636363636362,41.0,55.0,31.0,225.0,1.0
4.0,2.0,2.0,4_8,2_0,1022.0,1106.0,4_6,2_1,911.0,1028.0,13.0,2_13_4_50,2_13_2_38,1.6470588235294121,50.0,38.0,106.0,78.0,6.0
4.0,2.0,14.0,4_8,2_0,3803.0,4005.0,4_6,2_1,3670.0,3809.0,15.0,14_15_4_38,14_15_2_50,1.6470588235294121,38.0,50.0,111.0,115.0,6.0
4.0,2.0,11.0,4_8,2_0,1449.0,1522.0,4_6,2_1,1219.0,1455.0,13.0,11_13_4_42,11_13_2_22,1.6470588235294121,42.0,22.0,208.0,67.0,6.0
5.0,6.0,1.0,5_2,6_3,99.0,178.0,5_6,6_4,68.0,109.0,13.0,1_13_5_11,1_13_6_21,1.666666666666666,11.0,21.0,32.0,70.0,10.0
6.0,5.0,3.0,6_5,5_1,2897.0,3168.0,6_5,5_2,2773.0,2902.0,11.0,3_11_6_108,3_11_5_187,1.6666666666666665,108.0,187.0,125.0,267.0,5.0
6.0,5.0,1.0,6_5,5_2,5476.0,5801.0,6_0,5_2,5451.0,5481.0,17.0,1_17_6_110,1_17_5_116,1.6666666666666665,110.0,116.0,26.0,316.0,5.0
14.0,13.0,6.0,14_8,13_1,2030.0,2097.0,14_1,13_5,2002.0,2036.0,19.0,6_19_14_71,6_19_13_67,1.666666666666667,71.0,67.0,29.0,33.0,6.0
7.0,6.0,13.0,7_8,6_0,3616.0,3702.0,7_6,6_8,3548.0,3618.0,13.0,13_13_7_173,13_13_6_155,1.6923076923076925,173.0,155.0,69.0,85.0,2.0
7.0,6.0,7.0,7_8,6_0,2858.0,3000.0,7_6,6_8,2529.0,2860.0,9.0,7_9_7_32,7_9_6_34,1.6923076923076925,32.0,34.0,283.0,139.0,2.0
9.0,10.0,11.0,9_2,10_4,2723.0,2916.0,9_0,10_5,2622.0,2726.0,9.0,11_9_9_44,11_9_10_37,1.7058823529411766,44.0,37.0,100.0,191.0,3.0
9.0,10.0,20.0,9_2,10_0,1446.0,1525.0,9_0,10_5,1343.0,1449.0,15.0,20_15_9_20,20_15_10_45,1.7058823529411766,20.0,45.0,103.0,77.0,3.0
9.0,10.0,10.0,9_2,10_1,1064.0,1095.0,9_0,10_5,954.0,1067.0,11.0,10_11_9_10,10_11_10_25,1.7058823529411766,10.0,25.0,89.0,29.0,3.0
4.0,3.0,10.0,4_8,3_2,5648.0,5885.0,4_6,3_4,5456.0,5664.0,17.0,10_17_4_123,10_17_3_68,1.7200000000000006,123.0,68.0,148.0,222.0,16.0
4.0,3.0,6.0,4_8,3_0,3625.0,3664.0,4_6,3_4,3491.0,3641.0,11.0,6_11_4_66,6_11_3_67,1.7200000000000006,66.0,67.0,92.0,24.0,16.0
14.0,13.0,4.0,14_8,13_0,3895.0,4181.0,14_1,13_8,3855.0,3898.0,9.0,4_9_14_33,4_9_13_39,1.7272727272727275,33.0,39.0,41.0,162.0,3.0
14.0,13.0,13.0,14_8,13_1,4549.0,4615.0,14_6,13_8,4417.0,4552.0,13.0,13_13_14_295,13_13_13_412,1.7272727272727275,295.0,412.0,132.0,64.0,3.0
14.0,13.0,6.0,14_8,13_1,141.0,252.0,14_1,13_8,118.0,144.0,19.0,6_19_14_7,6_19_13_7,1.7272727272727275,7.0,7.0,24.0,109.0,3.0
13.0,12.0,18.0,13_8,12_0,4455.0,4613.0,13_1,12_1,4288.0,4460.0,17.0,18_17_13_110,18_17_12_112,1.7333333333333334,110.0,112.0,155.0,154.0,5.0
13.0,12.0,9.0,13_8,12_0,4321.0,4507.0,13_1,12_1,4289.0,4326.0,19.0,9_19_13_65,9_19_12_83,1.7333333333333334,65.0,83.0,33.0,169.0,5.0
13.0,12.0,6.0,13_8,12_0,2911.0,3022.0,13_0,12_1,2864.0,2916.0,9.0,6_9_13_52,6_9_12_44,1.7333333333333334,52.0,44.0,48.0,95.0,5.0
13.0,12.0,4.0,13_8,12_0,3513.0,3719.0,13_0,12_1,3469.0,3518.0,15.0,4_15_13_62,4_15_12_75,1.7333333333333334,62.0,75.0,45.0,162.0,5.0
13.0,12.0,18.0,13_8,12_0,4297.0,4465.0,13_1,12_1,4272.0,4302.0,17.0,18_17_13_107,18_17_12_96,1.7333333333333334,107.0,96.0,26.0,162.0,5.0
12.0,13.0,18.0,12_2,13_1,2883.0,2984.0,12_0,13_5,2658.0,2889.0,13.0,18_13_12_44,18_13_13_80,1.7428571428571429,44.0,80.0,175.0,96.0,6.0
4.0,2.0,7.0,4_5,2_0,651.0,866.0,4_8,2_1,350.0,653.0,13.0,7_13_4_11,7_13_2_40,1.763157894736842,11.0,40.0,278.0,177.0,2.0
4.0,2.0,20.0,4_5,2_0,2205.0,2336.0,4_7,2_1,2140.0,2207.0,13.0,20_13_4_126,20_13_2_71,1.763157894736842,126.0,71.0,59.0,111.0,2.0
4.0,2.0,20.0,4_5,2_0,3454.0,3612.0,4_6,2_1,3412.0,3456.0,19.0,20_19_4_76,20_19_2_74,1.763157894736842,76.0,74.0,38.0,98.0,2.0
4.0,2.0,13.0,4_5,2_2,2210.0,2465.0,4_6,2_1,2141.0,2212.0,13.0,13_13_4_74,13_13_2_50,1.763157894736842,74.0,50.0,70.0,214.0,2.0
4.0,2.0,13.0,4_5,2_0,4830.0,4992.0,4_6,2_1,4736.0,4832.0,13.0,13_13_4_201,13_13_2_169,1.763157894736842,201.0,169.0,83.0,152.0,2.0
2.0,4.0,5.0,2_8,4_6,1497.0,1536.0,2_8,4_4,1268.0,1501.0,13.0,5_13_2_21,5_13_4_65,1.7999999999999998,21.0,65.0,202.0,36.0,4.0
3.0,4.0,18.0,3_5,4_2,1501.0,1590.0,3_0,4_8,1385.0,1504.0,17.0,18_17_3_20,18_17_4_16,1.806451612903226,20.0,16.0,117.0,87.0,3.0
3.0,4.0,1.0,3_5,4_8,4304.0,4398.0,3_0,4_8,4271.0,4307.0,13.0,1_13_3_117,1_13_4_135,1.806451612903226,117.0,135.0,34.0,92.0,3.0
3.0,4.0,3.0,3_5,4_6,1934.0,2080.0,3_0,4_8,1833.0,1937.0,11.0,3_11_3_76,3_11_4_65,1.806451612903226,76.0,65.0,101.0,119.0,3.0
2.0,4.0,14.0,2_5,4_6,1883.0,1997.0,2_0,4_4,1748.0,1884.0,13.0,14_13_2_92,14_13_4_110,1.8076923076923075,92.0,110.0,136.0,91.0,1.0
2.0,4.0,20.0,2_5,4_6,5467.0,5559.0,2_2,4_4,5171.0,5468.0,11.0,20_11_2_136,20_11_4_187,1.8076923076923075,136.0,187.0,190.0,90.0,1.0
2.0,4.0,19.0,2_5,4_6,732.0,766.0,2_0,4_4,661.0,733.0,13.0,19_13_2_17,19_13_4_60,1.8076923076923075,17.0,60.0,72.0,34.0,1.0
14.0,12.0,3.0,14_5,12_0,3347.0,3409.0,14_6,12_1,3306.0,3348.0,9.0,3_9_14_93,3_9_12_87,1.875,93.0,87.0,42.0,58.0,1.0
4.0,2.0,15.0,4_5,2_0,2091.0,2168.0,4_6,2_4,2003.0,2096.0,11.0,15_11_4_41,15_11_2_37,1.8846153846153846,41.0,37.0,89.0,73.0,5.0
7.0,6.0,16.0,7_8,6_0,4616.0,4740.0,7_1,6_5,4587.0,4623.0,11.0,16_11_7_28,16_11_6_24,1.884615384615385,28.0,24.0,30.0,115.0,7.0
7.0,6.0,9.0,7_8,6_0,3660.0,3729.0,7_1,6_5,3627.0,3667.0,11.0,9_11_7_83,9_11_6_46,1.884615384615385,83.0,46.0,34.0,63.0,7.0
2.0,4.0,13.0,2_2,4_8,5503.0,5705.0,2_0,4_7,5264.0,5512.0,9.0,13_9_2_103,13_9_4_94,1.904761904761905,103.0,94.0,228.0,194.0,9.0
2.0,3.0,12.0,2_2,3_0,4573.0,4754.0,2_2,3_8,4436.0,4578.0,11.0,12_11_2_73,12_11_3_87,1.9166666666666665,73.0,87.0,138.0,164.0,5.0
2.0,3.0,6.0,2_2,3_0,5165.0,5221.0,2_0,3_8,4984.0,5170.0,17.0,6_17_2_58,6_17_3_111,1.9166666666666665,58.0,111.0,180.0,52.0,5.0
2.0,3.0,18.0,2_2,3_0,5386.0,5422.0,2_0,3_8,5288.0,5391.0,15.0,18_15_2_66,18_15_3_74,1.9166666666666665,66.0,74.0,99.0,32.0,5.0
2.0,3.0,18.0,2_2,3_0,4392.0,4463.0,2_0,3_8,4191.0,4397.0,17.0,18_17_2_87,18_17_3_135,1.9166666666666665,87.0,135.0,187.0,67.0,5.0
13.0,12.0,5.0,13_5,12_7,696.0,741.0,13_5,12_2,197.0,705.0,9.0,5_9_13_1,5_9_12_25,1.916666666666667,1.0,25.0,432.0,37.0,9.0
5.0,6.0,19.0,5_2,6_3,4909.0,4968.0,5_7,6_5,4830.0,4915.0,17.0,19_17_5_89,19_17_6_79,1.92,89.0,79.0,80.0,53.0,6.0
5.0,6.0,9.0,5_2,6_0,3855.0,3915.0,5_0,6_5,3556.0,3861.0,11.0,9_11_5_50,9_11_6_50,1.92,50.0,50.0,250.0,55.0,6.0
4.0,3.0,12.0,4_8,3_0,5600.0,5662.0,4_6,3_8,5519.0,5606.0,13.0,12_13_4_369,12_13_3_152,1.9285714285714288,369.0,152.0,82.0,57.0,6.0
4.0,3.0,18.0,4_8,3_8,1510.0,1711.0,4_8,3_1,1467.0,1524.0,17.0,18_17_4_14,18_17_3_31,1.9285714285714288,14.0,31.0,44.0,188.0,14.0
4.0,3.0,15.0,4_8,3_0,5530.0,5716.0,4_5,3_8,5090.0,5536.0,9.0,15_9_4_53,15_9_3_72,1.9285714285714288,53.0,72.0,441.0,181.0,6.0
14.0,13.0,16.0,14_8,13_0,5917.0,5954.0,14_1,13_1,5880.0,5928.0,15.0,16_15_14_44,16_15_13_38,1.9714285714285715,44.0,38.0,38.0,27.0,11.0
2.0,4.0,8.0,2_5,4_6,2066.0,2143.0,2_0,4_7,1871.0,2067.0,11.0,8_11_2_24,8_11_4_65,1.9729729729729728,24.0,65.0,157.0,77.0,1.0
2.0,4.0,20.0,2_5,4_6,4525.0,4592.0,2_0,4_7,4466.0,4526.0,11.0,20_11_2_130,20_11_4_153,1.9729729729729728,130.0,153.0,59.0,66.0,1.0
2.0,4.0,11.0,2_5,4_6,2218.0,2298.0,2_0,4_7,1992.0,2219.0,9.0,11_9_2_21,11_9_4_24,1.9729729729729728,21.0,24.0,205.0,76.0,1.0
2.0,4.0,19.0,2_5,4_6,512.0,559.0,2_0,4_7,407.0,513.0,13.0,19_13_2_2,19_13_4_24,1.9729729729729728,2.0,24.0,106.0,47.0,1.0
2.0,4.0,1.0,2_5,4_6,3958.0,4033.0,2_0,4_7,3839.0,3959.0,13.0,1_13_2_112,1_13_4_124,1.9729729729729728,112.0,124.0,105.0,75.0,1.0
2.0,4.0,13.0,2_5,4_6,5957.0,5995.0,2_0,4_7,5909.0,5958.0,13.0,13_13_2_218,13_13_4_252,1.9729729729729728,218.0,252.0,35.0,27.0,1.0
2.0,4.0,15.0,2_5,4_6,4415.0,4501.0,2_0,4_7,4283.0,4416.0,13.0,15_13_2_142,15_13_4_335,1.9729729729729728,142.0,335.0,125.0,86.0,1.0
2.0,4.0,14.0,2_5,4_6,1656.0,1777.0,2_0,4_7,1487.0,1657.0,13.0,14_13_2_64,14_13_4_82,1.9729729729729728,64.0,82.0,164.0,91.0,1.0
2.0,4.0,13.0,2_5,4_7,5515.0,5575.0,2_0,4_7,5439.0,5516.0,9.0,13_9_2_112,13_9_4_95,1.9729729729729728,112.0,95.0,77.0,56.0,1.0
2.0,4.0,16.0,2_5,4_6,3474.0,3584.0,2_0,4_7,3207.0,3479.0,11.0,16_11_2_24,16_11_4_27,2.027027027027027,24.0,27.0,229.0,97.0,5.0
2.0,4.0,19.0,2_5,4_6,3603.0,3716.0,2_0,4_7,3495.0,3608.0,9.0,19_9_2_72,19_9_4_90,2.027027027027027,72.0,90.0,98.0,99.0,5.0
4.0,3.0,2.0,4_8,3_0,3599.0,3686.0,4_6,3_1,3531.0,3617.0,13.0,2_13_4_129,2_13_3_155,2.071428571428571,129.0,155.0,69.0,70.0,18.0
4.0,3.0,9.0,4_8,3_0,378.0,423.0,4_6,3_8,64.0,380.0,13.0,9_13_4_2,9_13_3_10,2.071428571428571,2.0,10.0,257.0,44.0,2.0
2.0,3.0,11.0,2_2,3_0,4815.0,4876.0,2_0,3_8,4683.0,4816.0,15.0,11_15_2_71,11_15_3_148,2.0833333333333335,71.0,148.0,133.0,31.0,1.0
2.0,3.0,15.0,2_2,3_0,3848.0,3990.0,2_0,3_8,3751.0,3849.0,9.0,15_9_2_53,15_9_3_43,2.0833333333333335,53.0,43.0,98.0,142.0,1.0
2.0,3.0,3.0,2_2,3_0,5231.0,5380.0,2_2,3_8,4825.0,5232.0,11.0,3_11_2_141,3_11_3_223,2.0833333333333335,141.0,223.0,381.0,135.0,1.0
2.0,3.0,15.0,2_2,3_1,4590.0,4630.0,2_0,3_8,4446.0,4591.0,13.0,15_13_2_151,15_13_3_90,2.0833333333333335,151.0,90.0,135.0,40.0,1.0
2.0,3.0,4.0,2_2,3_0,4213.0,4258.0,2_0,3_8,4123.0,4214.0,9.0,4_9_2_47,4_9_3_73,2.0833333333333335,47.0,73.0,91.0,45.0,1.0
2.0,3.0,15.0,2_2,3_0,3774.0,3888.0,2_0,3_8,3560.0,3775.0,9.0,15_9_2_43,15_9_3_38,2.0833333333333335,43.0,38.0,179.0,113.0,1.0
2.0,3.0,19.0,2_2,3_0,3139.0,3173.0,2_0,3_8,3027.0,3140.0,13.0,19_13_2_119,19_13_3_87,2.0833333333333335,119.0,87.0,113.0,34.0,1.0
2.0,3.0,6.0,2_2,3_0,4037.0,4073.0,2_0,3_8,3965.0,4038.0,13.0,6_13_2_52,6_13_3_64,2.0833333333333335,52.0,64.0,73.0,36.0,1.0
2.0,3.0,20.0,2_2,3_8,2508.0,2797.0,2_0,3_8,2378.0,2509.0,11.0,20_11_2_67,20_11_3_54,2.0833333333333335,67.0,54.0,130.0,286.0,1.0
14.0,12.0,3.0,14_8,12_0,3310.0,3409.0,14_6,12_1,3136.0,3313.0,9.0,3_9_14_51,3_9_12_65,2.090909090909091,51.0,65.0,168.0,61.0,3.0
2.0,4.0,18.0,2_2,4_6,1899.0,2081.0,2_0,4_7,1785.0,1904.0,15.0,18_15_2_19,18_15_4_31,2.095238095238095,19.0,31.0,96.0,154.0,5.0
4.0,2.0,9.0,4_5,2_0,430.0,669.0,4_6,2_4,338.0,431.0,13.0,9_13_4_28,9_13_2_17,2.1153846153846154,28.0,17.0,90.0,214.0,1.0
4.0,2.0,2.0,4_5,2_0,1072.0,1244.0,4_6,2_4,1014.0,1073.0,13.0,2_13_4_70,2_13_2_45,2.1153846153846154,70.0,45.0,59.0,151.0,1.0
4.0,2.0,3.0,4_5,2_0,3579.0,3658.0,4_6,2_4,3513.0,3580.0,11.0,3_11_4_119,3_11_2_118,2.1153846153846154,119.0,118.0,64.0,74.0,1.0
4.0,2.0,3.0,4_5,2_0,5226.0,5387.0,4_2,2_4,4950.0,5227.0,13.0,3_13_4_217,3_13_2_191,2.1153846153846154,217.0,191.0,269.0,158.0,1.0
4.0,2.0,9.0,4_5,2_0,5770.0,5887.0,4_6,2_4,5236.0,5771.0,13.0,9_13_4_211,9_13_2_230,2.1153846153846154,211.0,230.0,495.0,117.0,1.0
4.0,2.0,20.0,4_5,2_0,3454.0,3553.0,4_6,2_4,3376.0,3455.0,19.0,20_19_4_70,20_19_2_73,2.1153846153846154,70.0,73.0,75.0,96.0,1.0
12.0,13.0,4.0,12_2,13_0,5493.0,5555.0,12_0,13_4,5440.0,5507.0,13.0,4_13_12_120,4_13_13_278,2.1428571428571423,120.0,278.0,54.0,49.0,14.0
5.0,6.0,9.0,5_2,6_0,4742.0,4806.0,5_7,6_8,4706.0,4743.0,9.0,9_9_5_37,9_9_6_55,2.1538461538461537,37.0,55.0,37.0,64.0,1.0
5.0,6.0,20.0,5_2,6_0,3592.0,3629.0,5_7,6_8,3555.0,3593.0,11.0,20_11_5_77,20_11_6_147,2.1538461538461537,77.0,147.0,38.0,37.0,1.0
5.0,6.0,7.0,5_2,6_0,4836.0,4877.0,5_0,6_8,4739.0,4837.0,9.0,7_9_5_91,7_9_6_81,2.1538461538461537,91.0,81.0,98.0,41.0,1.0
13.0,14.0,15.0,13_5,14_6,3614.0,3824.0,13_0,14_8,3565.0,3620.0,19.0,15_19_13_55,15_19_14_88,2.1578947368421053,55.0,88.0,50.0,143.0,6.0
6.0,7.0,1.0,6_5,7_7,5466.0,5924.0,6_0,7_7,5432.0,5471.0,17.0,1_17_6_104,1_17_7_122,2.176470588235294,104.0,122.0,35.0,454.0,5.0
6.0,7.0,4.0,6_5,7_6,2830.0,2885.0,6_4,7_7,2774.0,2835.0,13.0,4_13_6_87,4_13_7_121,2.176470588235294,87.0,121.0,57.0,40.0,5.0
6.0,7.0,14.0,6_5,7_6,865.0,1007.0,6_0,7_7,818.0,870.0,15.0,14_15_6_16,14_15_7_23,2.176470588235294,16.0,23.0,48.0,119.0,5.0
9.0,10.0,13.0,9_2,10_0,2407.0,2578.0,9_0,10_8,2289.0,2411.0,13.0,13_13_9_161,13_13_10_223,2.1818181818181817,161.0,223.0,111.0,154.0,4.0
9.0,10.0,3.0,9_2,10_0,386.0,596.0,9_0,10_8,236.0,390.0,11.0,3_11_9_6,3_11_10_13,2.1818181818181817,6.0,13.0,131.0,207.0,4.0
2.0,4.0,11.0,2_5,4_6,2503.0,2641.0,2_0,4_4,2412.0,2508.0,11.0,11_11_2_58,11_11_4_60,2.1923076923076925,58.0,60.0,92.0,100.0,5.0
6.0,5.0,11.0,6_8,5_7,1934.0,1963.0,6_0,5_2,1840.0,1938.0,15.0,11_15_6_41,11_15_5_37,2.2142857142857144,41.0,37.0,95.0,26.0,4.0
6.0,5.0,20.0,6_8,5_7,1515.0,1546.0,6_0,5_2,1445.0,1519.0,15.0,20_15_6_50,20_15_5_34,2.2142857142857144,50.0,34.0,71.0,28.0,4.0
6.0,5.0,11.0,6_8,5_0,660.0,725.0,6_0,5_2,633.0,664.0,15.0,11_15_6_11,11_15_5_10,2.2142857142857144,11.0,10.0,28.0,61.0,4.0
4.0,2.0,4.0,4_5,2_0,4091.0,4203.0,4_6,2_1,3946.0,4097.0,9.0,4_9_4_72,4_9_2_46,2.236842105263158,72.0,46.0,143.0,107.0,6.0
4.0,2.0,12.0,4_5,2_0,5272.0,5404.0,4_6,2_1,5202.0,5278.0,13.0,12_13_4_343,12_13_2_194,2.236842105263158,343.0,194.0,68.0,117.0,6.0
4.0,2.0,6.0,4_5,2_0,2573.0,2747.0,4_6,2_1,2479.0,2579.0,13.0,6_13_4_21,6_13_2_23,2.236842105263158,21.0,23.0,95.0,168.0,6.0
12.0,13.0,18.0,12_2,13_0,4290.0,4360.0,12_7,13_5,4256.0,4292.0,17.0,18_17_12_88,18_17_13_112,2.257142857142857,88.0,112.0,35.0,66.0,2.0
13.0,12.0,1.0,13_8,12_7,2713.0,2745.0,13_5,12_1,2502.0,2714.0,13.0,1_13_13_62,1_13_12_56,2.2666666666666666,62.0,56.0,212.0,32.0,1.0
14.0,13.0,6.0,14_8,13_1,2037.0,2100.0,14_1,13_8,1990.0,2044.0,19.0,6_19_14_65,6_19_13_71,2.2727272727272725,65.0,71.0,44.0,57.0,7.0
4.0,3.0,11.0,4_8,3_0,1600.0,1635.0,4_6,3_4,1407.0,1612.0,11.0,11_11_4_25,11_11_3_21,2.2799999999999994,25.0,21.0,158.0,24.0,12.0
4.0,3.0,18.0,4_8,3_0,3135.0,3259.0,4_6,3_4,2964.0,3147.0,17.0,18_17_4_51,18_17_3_88,2.2799999999999994,51.0,88.0,149.0,113.0,12.0
9.0,10.0,13.0,9_2,10_1,3709.0,3744.0,9_0,10_5,3628.0,3716.0,19.0,13_19_9_57,13_19_10_76,2.2941176470588234,57.0,76.0,76.0,29.0,7.0
9.0,10.0,9.0,9_2,10_1,5289.0,5325.0,9_0,10_5,5107.0,5296.0,9.0,9_9_9_89,9_9_10_80,2.2941176470588234,89.0,80.0,183.0,30.0,7.0
2.0,3.0,1.0,2_2,3_0,5171.0,5299.0,2_0,3_4,5032.0,5190.0,13.0,1_13_2_153,1_13_3_171,2.3000000000000007,153.0,171.0,122.0,100.0,19.0
7.0,6.0,10.0,7_8,6_0,2514.0,2594.0,7_1,6_8,2486.0,2520.0,9.0,10_9_7_29,10_9_6_19,2.3076923076923075,29.0,19.0,29.0,75.0,6.0
14.0,13.0,3.0,14_8,13_5,4639.0,4716.0,14_6,13_5,4474.0,4641.0,15.0,3_15_14_74,3_15_13_227,2.333333333333333,74.0,227.0,166.0,50.0,2.0
14.0,13.0,15.0,14_8,13_0,3530.0,3556.0,14_1,13_5,3486.0,3532.0,19.0,15_19_14_75,15_19_13_51,2.333333333333333,75.0,51.0,45.0,24.0,2.0
14.0,13.0,16.0,14_8,13_4,5939.0,6005.0,14_1,13_5,5900.0,5941.0,15.0,16_15_14_47,16_15_13_41,2.333333333333333,47.0,41.0,40.0,51.0,2.0
14.0,13.0,11.0,14_8,13_4,715.0,907.0,14_1,13_5,677.0,717.0,15.0,11_15_14_4,11_15_13_20,2.333333333333333,4.0,20.0,39.0,173.0,2.0
5.0,6.0,15.0,5_2,6_5,857.0,979.0,5_7,6_4,831.0,871.0,13.0,15_13_5_19,15_13_6_26,2.333333333333334,19.0,26.0,27.0,93.0,14.0
5.0,6.0,13.0,5_2,6_8,3265.0,3449.0,5_7,6_4,3232.0,3279.0,11.0,13_11_5_63,13_11_6_47,2.333333333333334,63.0,47.0,34.0,151.0,14.0
4.0,2.0,18.0,4_8,2_0,5522.0,5695.0,4_6,2_1,5386.0,5524.0,19.0,18_19_4_180,18_19_2_89,2.352941176470588,180.0,89.0,119.0,109.0,2.0
4.0,2.0,11.0,4_8,2_0,4814.0,4904.0,4_6,2_1,4723.0,4816.0,11.0,11_11_4_109,11_11_2_123,2.352941176470588,109.0,123.0,85.0,89.0,2.0
5.0,6.0,4.0,5_1,6_3,3421.0,3552.0,5_7,6_8,3386.0,3426.0,15.0,4_15_5_68,4_15_6_93,2.3636363636363638,68.0,93.0,36.0,122.0,5.0
5.0,6.0,11.0,5_1,6_3,201.0,260.0,5_7,6_8,169.0,206.0,19.0,11_19_5_3,11_19_6_11,2.3636363636363638,3.0,11.0,28.0,52.0,5.0
